Station_ID	Station_Name	Division	Latitude	Longitude	Elevation_m	Date	Time	Season	Temp_Max_C	Temp_Min_C	Current_Temp_C	Temp_Range_C	Rainfall_mm	Humidity_Morning_Pct	Humidity_Evening_Pct	Wind_Speed_kmh	Surface_Pressure_hPa	Rainfall_Lag1_mm	Target_Rain_Tomorrow
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	7/27/2025	8:20	Monsoon	31	24.5	27	6.5	0	86	78	12.3	1008.5	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	7/27/2025	9:20	Monsoon	29.7	22.1	27.8	7.6	0	89	62	23.6	1014.9	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/27/2025	10:20	Monsoon	29	20.1	28.1	8.9	0	81	65	5.4	1005	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/27/2025	11:20	Monsoon	30.3	23.4	27.4	6.9	23.5	78	68	7.4	1017.3	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/27/2025	12:20	Monsoon	36.1	27.6	27.6	8.5	0	93	50	4.6	1007.7	23.5	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/27/2025	13:20	Monsoon	34.7	27	27.9	7.7	0	88	58	4.3	1002.9	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/27/2025	14:20	Monsoon	27.4	19.1	27.4	8.3	0	74	80	20.5	1017.7	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	7/27/2025	15:20	Monsoon	28.8	20.3	27.7	8.5	4.5	74	61	15.5	1011.1	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	7/27/2025	16:20	Monsoon	29.2	22.2	27.5	7	0	74	78	9.6	1012.7	4.5	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/27/2025	17:20	Monsoon	28.9	18.5	26.9	10.4	0	79	55	25.6	1011	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	7/27/2025	18:20	Monsoon	36.8	29.6	29.6	7.2	0	83	78	25.3	1013.4	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	7/27/2025	19:20	Monsoon	36.7	30.3	30.3	6.4	0	85	61	15.2	1004.7	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/27/2025	20:20	Monsoon	34.1	25.1	29.8	9	23.2	73	72	5.8	1003.2	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/27/2025	21:20	Monsoon	32.4	26.4	30.3	6	0	88	56	18.3	1016.3	23.2	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/27/2025	22:20	Monsoon	30.4	20.3	30	10.1	0	69	60	3.6	1002.8	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	7/27/2025	23:20	Monsoon	36.2	27.2	29.2	9	0	90	88	24.3	1007.4	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	7/28/2025	0:20	Monsoon	30.9	23.9	30	7	1.9	68	55	12.1	1003.1	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	7/28/2025	1:20	Monsoon	29.7	22.3	29.7	7.4	0	98	64	4	1002	1.9	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	7/28/2025	2:20	Monsoon	34.4	25	29.5	9.4	0	76	50	2.5	1006	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	7/28/2025	3:20	Monsoon	32.8	21.8	29.7	11	36.1	76	61	18.5	1009	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/28/2025	4:20	Monsoon	33.9	26.2	29.5	7.7	0	90	46	14.4	1010.5	36.1	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	7/28/2025	5:20	Monsoon	33.4	26.7	29.7	6.7	11	77	58	18.2	1009.5	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/28/2025	6:20	Monsoon	35.8	28.5	30	7.3	0	75	80	6.6	1012	11	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/28/2025	7:20	Monsoon	30.7	22.6	30.7	8.1	0	84	77	15.4	1007.4	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	7/28/2025	8:20	Monsoon	29.9	23.3	29.9	6.6	0	98	85	10.9	1010.1	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	7/28/2025	9:20	Monsoon	27.2	16.8	27.2	10.4	26.6	77	61	12.1	1008.1	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	7/28/2025	10:20	Monsoon	35.6	28.7	28.7	6.9	0	85	64	4.8	1008.4	26.6	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/28/2025	11:20	Monsoon	35	28.3	29	6.7	0	86	56	14.1	1015.5	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	7/28/2025	12:20	Monsoon	32.8	23.6	28.7	9.2	0	72	55	11	1006	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	7/28/2025	13:20	Monsoon	31.9	25.8	29.4	6.1	0	76	85	21.8	1014.6	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/28/2025	14:20	Monsoon	35.6	25.8	29.1	9.8	9.4	85	64	6	1014.1	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	7/28/2025	15:20	Monsoon	35.7	28.5	29.9	7.2	0	93	52	4	1007.6	9.4	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	7/28/2025	16:20	Monsoon	30.3	23.6	29.6	6.7	12.6	71	84	21.4	1006.7	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/28/2025	17:20	Monsoon	31.5	24.1	29.9	7.4	0	70	49	20.6	1008.5	12.6	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	7/28/2025	18:20	Monsoon	28.8	21.8	28.8	7	0	69	71	20.5	1002.8	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/28/2025	19:20	Monsoon	36.3	27.2	29.5	9.1	0	94	53	4.7	1003.7	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	7/28/2025	20:20	Monsoon	35.7	25.5	28.7	10.2	0	69	49	18	1012.4	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/28/2025	21:20	Monsoon	29.2	19.9	29.2	9.3	0	97	51	23	1017	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/28/2025	22:20	Monsoon	35.4	27.6	29.3	7.8	37.7	89	84	2.8	1017.1	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/28/2025	23:20	Monsoon	30	20.9	30	9.1	0	99	81	17.5	1016.2	37.7	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	7/29/2025	0:20	Monsoon	30.4	23.3	30	7.1	0	73	83	25.3	1016.7	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/29/2025	1:20	Monsoon	32.7	25.8	30.3	6.9	0	83	70	7	1011.6	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	7/29/2025	2:20	Monsoon	29.5	19	29.5	10.5	0	82	54	13.1	1010	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/29/2025	3:20	Monsoon	29.8	19.6	29.8	10.2	0	76	86	9.2	1015	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	7/29/2025	4:20	Monsoon	36.2	27.6	29.1	8.6	0	75	77	2.6	1013.3	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	7/29/2025	5:20	Monsoon	28.2	20	28.2	8.2	37	80	61	22.4	1010.9	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/29/2025	6:20	Monsoon	31	25	28.1	6	35.4	96	80	23	1002.2	37	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	7/29/2025	7:20	Monsoon	29.3	19.1	28.5	10.2	0	99	57	2.4	1003.1	35.4	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/29/2025	8:20	Monsoon	29.4	18.7	28.3	10.7	0	75	86	13.7	1016.9	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	7/29/2025	9:20	Monsoon	31.2	22.2	27.7	9	0	71	58	13.4	1015.2	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	7/29/2025	10:20	Monsoon	29.1	18.1	27.8	11	0	99	55	14.6	1002.4	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	7/29/2025	11:20	Monsoon	35.7	28.4	28.4	7.3	0	91	54	25.2	1005.9	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	7/29/2025	12:20	Monsoon	36.7	26.2	28.1	10.5	0	85	74	12.4	1017.7	0	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	7/29/2025	13:20	Monsoon	36.3	26.3	27.9	10	5.7	98	81	8.3	1002.8	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	7/29/2025	14:20	Monsoon	33.4	22.4	28.6	11	0	83	62	17.3	1007.1	5.7	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	7/29/2025	15:20	Monsoon	28.6	20.9	28.6	7.7	19.6	89	70	9	1015.4	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/29/2025	16:20	Monsoon	34.1	24.5	28.5	9.6	0	87	65	23.7	1002.6	19.6	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/29/2025	17:20	Monsoon	32	24.5	28.1	7.5	0	95	80	7.1	1004.1	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	7/29/2025	18:20	Monsoon	35.1	24.8	28.7	10.3	12.5	80	69	15.4	1005.1	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/29/2025	19:20	Monsoon	28.6	20.4	28	8.2	0	76	45	19.2	1008.6	12.5	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	7/29/2025	20:20	Monsoon	28	19.6	27.8	8.4	7.3	84	52	13.9	1003.1	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	7/29/2025	21:20	Monsoon	36.6	29.5	29.5	7.1	0	99	63	23.9	1015.5	7.3	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	7/29/2025	22:20	Monsoon	28.5	18.5	28.5	10	0	99	55	11.7	1011.6	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	7/29/2025	23:20	Monsoon	30.4	21.2	28.7	9.2	31.9	93	45	20.3	1005.5	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	7/30/2025	0:20	Monsoon	31.8	23.3	29.3	8.5	0	91	73	22.1	1016.8	31.9	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/30/2025	1:20	Monsoon	35.6	28.4	29.1	7.2	0	86	58	9.8	1011.9	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	7/30/2025	2:20	Monsoon	27.7	17.1	27.7	10.6	0	70	85	20.7	1010.9	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	7/30/2025	3:20	Monsoon	30.7	22.1	27.3	8.6	0	78	83	21.2	1002.7	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	7/30/2025	4:20	Monsoon	35.2	25.4	26.7	9.8	38	80	62	3.1	1008	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/30/2025	5:20	Monsoon	32.7	25.6	26.3	7.1	0	92	87	2.1	1012.2	38	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	7/30/2025	6:20	Monsoon	35.5	29.1	29.1	6.4	0	81	70	17.1	1012	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	7/30/2025	7:20	Monsoon	28.9	18	28.9	10.9	0	69	52	20.2	1004.4	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	7/30/2025	8:20	Monsoon	27.8	17.9	27.8	9.9	0	71	78	5.2	1011.5	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	7/30/2025	9:20	Monsoon	32.2	25.1	27.4	7.1	17.7	77	60	18.6	1004.7	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/30/2025	10:20	Monsoon	32.6	22.4	28.2	10.2	0	74	65	8	1010.8	17.7	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	7/30/2025	11:20	Monsoon	31.6	24.9	27.9	6.7	0	95	45	3.1	1002.6	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	7/30/2025	12:20	Monsoon	29.2	20.6	28.1	8.6	0	85	87	3.6	1012.4	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/30/2025	13:20	Monsoon	36.7	29.8	29.8	6.9	37.3	88	48	5.6	1002.9	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	7/30/2025	14:20	Monsoon	31.2	21.2	29.3	10	28.9	84	61	22.7	1009.5	37.3	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/30/2025	15:20	Monsoon	36.9	26.3	29.3	10.6	0	71	78	3.8	1009.1	28.9	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/30/2025	16:20	Monsoon	29.7	22.8	28.8	6.9	0	93	76	25.7	1012	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	7/30/2025	17:20	Monsoon	31.1	23.2	28.1	7.9	14	80	54	20.4	1016.4	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	7/30/2025	18:20	Monsoon	36.7	27.9	27.9	8.8	0	90	71	16.7	1006.6	14	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/30/2025	19:20	Monsoon	32.8	25	27.2	7.8	0	78	79	11.5	1005.9	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/30/2025	20:20	Monsoon	30.1	22	26.8	8.1	0	93	75	17.7	1003.3	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	7/30/2025	21:20	Monsoon	34.7	27.9	27.9	6.8	0	69	63	10.4	1006.2	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	7/30/2025	22:20	Monsoon	32	21.2	28.5	10.8	14.8	86	50	23.7	1016.7	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/30/2025	23:20	Monsoon	31.5	23.1	28.4	8.4	0	78	55	18.4	1013	14.8	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	7/31/2025	0:20	Monsoon	32.4	22.6	29	9.8	0	87	66	12.5	1012.7	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/31/2025	1:20	Monsoon	29.2	22.5	28.5	6.7	0	92	45	11.6	1016.4	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	7/31/2025	2:20	Monsoon	28.1	20.1	28.1	8	0	89	71	14.6	1012.7	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/31/2025	3:20	Monsoon	32.6	23.7	27.9	8.9	0	97	82	13.8	1012.9	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/31/2025	4:20	Monsoon	32.6	24.8	27.9	7.8	0	98	58	12.1	1004.7	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/31/2025	5:20	Monsoon	27.8	20.3	27.6	7.5	0	89	67	8.1	1015.2	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	7/31/2025	6:20	Monsoon	29.5	19.4	27.6	10.1	0	96	88	2.9	1011.5	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	7/31/2025	7:20	Monsoon	35.4	29.3	29.3	6.1	0	77	58	4.1	1002.7	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	7/31/2025	8:20	Monsoon	31.7	25.4	30	6.3	0	91	80	4.2	1016.4	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	7/31/2025	9:20	Monsoon	36.1	27.7	29.6	8.4	5.8	70	68	21.4	1016.8	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	7/31/2025	10:20	Monsoon	28	19.3	28	8.7	0	72	67	3	1017.3	5.8	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	7/31/2025	11:20	Monsoon	28.6	21.3	27.7	7.3	6	97	65	21.9	1007.4	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	7/31/2025	12:20	Monsoon	28	19.6	27.3	8.4	1.1	79	65	4	1013.7	6	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	7/31/2025	13:20	Monsoon	30.2	20.4	28.1	9.8	0	73	80	21.7	1017.5	1.1	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	7/31/2025	14:20	Monsoon	35	27.8	28.2	7.2	0	99	78	4.1	1007.4	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	7/31/2025	15:20	Monsoon	28.5	18.5	28	10	0	75	56	11.7	1005.6	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	7/31/2025	16:20	Monsoon	30.9	21.3	27.8	9.6	0	76	50	21.7	1002.2	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	7/31/2025	17:20	Monsoon	27.5	16.6	27.5	10.9	0	84	49	10.6	1003.8	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	7/31/2025	18:20	Monsoon	29.7	20.3	27.3	9.4	16.7	89	62	13.3	1017.5	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	7/31/2025	19:20	Monsoon	36.1	27.4	27.5	8.7	4.7	90	65	13.5	1002.7	16.7	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	7/31/2025	20:20	Monsoon	30.6	24.3	27.8	6.3	0	93	63	19.5	1015.8	4.7	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	7/31/2025	21:20	Monsoon	32.5	23.2	28.2	9.3	0	69	46	20.4	1009.7	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	7/31/2025	22:20	Monsoon	34.6	24.3	27.7	10.3	0	73	65	19.3	1008.1	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	7/31/2025	23:20	Monsoon	30.5	21.5	28	9	0	92	81	13.3	1014.6	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/1/2025	0:20	Monsoon	31.7	21.3	28	10.4	0	86	59	10.9	1010.9	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/1/2025	1:20	Monsoon	32.4	26.1	28.5	6.3	21	80	88	24	1012.4	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/1/2025	2:20	Monsoon	36.4	30.4	30.4	6	0	75	86	10.1	1013	21	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/1/2025	3:20	Monsoon	36.9	28.2	30.8	8.7	0	89	84	4.2	1011.3	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/1/2025	4:20	Monsoon	34.3	27.2	30.6	7.1	0	97	47	20.1	1006.3	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/1/2025	5:20	Monsoon	29.8	23.4	29.8	6.4	0	96	54	2.6	1017	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/1/2025	6:20	Monsoon	28.2	20.2	28.2	8	4.4	82	50	2.6	1004.8	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/1/2025	7:20	Monsoon	27.7	17.4	27.7	10.3	0	75	86	15.6	1008.3	4.4	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/1/2025	8:20	Monsoon	30.5	21	27	9.5	0	91	62	9.6	1014.1	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/1/2025	9:20	Monsoon	32.7	21.9	26.7	10.8	0	69	75	2.9	1002.8	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/1/2025	10:20	Monsoon	32.6	22.6	27	10	0	87	60	13.7	1016.4	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/1/2025	11:20	Monsoon	34.1	24.5	27.4	9.6	0	87	59	9.8	1017.9	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/1/2025	12:20	Monsoon	28.5	21.6	27.1	6.9	0	78	79	25.3	1007.9	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	8/1/2025	13:20	Monsoon	30.8	20.1	26.6	10.7	0	90	52	10.6	1017	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/1/2025	14:20	Monsoon	32.1	24.6	26.2	7.5	0	82	72	11.6	1009.5	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/1/2025	15:20	Monsoon	34.6	27.1	27.1	7.5	0	85	86	14.3	1004.4	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/1/2025	16:20	Monsoon	35.4	24.6	26.6	10.8	0	91	77	10.7	1008.6	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/1/2025	17:20	Monsoon	32.2	23.8	26.5	8.4	0	87	79	21.9	1015.4	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/1/2025	18:20	Monsoon	30.7	22.6	25.9	8.1	0	80	86	18.8	1010.6	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/1/2025	19:20	Monsoon	35.5	29	29	6.5	0	99	52	10.3	1016.4	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/1/2025	20:20	Monsoon	28.7	20.1	28.7	8.6	0	88	62	2.2	1004.2	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/1/2025	21:20	Monsoon	30.6	21.2	28.6	9.4	0	85	65	8.7	1017.1	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/1/2025	22:20	Monsoon	30.2	19.3	28.3	10.9	0	83	68	17.1	1004.7	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/1/2025	23:20	Monsoon	33.6	25.9	28.3	7.7	0	74	62	22.9	1011.6	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/2/2025	0:20	Monsoon	30.9	20.5	28.2	10.4	0	97	68	19.7	1003.3	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/2/2025	1:20	Monsoon	28.7	21.9	28.7	6.8	0	91	78	7.8	1002.5	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/2/2025	2:20	Monsoon	28.5	20.9	27.9	7.6	33.9	87	84	9.3	1003.4	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/2/2025	3:20	Monsoon	27.2	18	27.2	9.2	0	75	59	16.7	1004.6	33.9	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/2/2025	4:20	Monsoon	28.1	21	27.8	7.1	0	85	65	16.3	1005.3	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/2/2025	5:20	Monsoon	28.5	20.4	27.2	8.1	0	95	80	23	1003.8	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/2/2025	6:20	Monsoon	35.7	26.3	27.9	9.4	0	95	66	14.6	1008.2	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/2/2025	7:20	Monsoon	27.7	20.3	27.7	7.4	0	87	55	22.2	1006	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/2/2025	8:20	Monsoon	30.2	23.9	27.8	6.3	0	81	80	2	1007.4	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/2/2025	9:20	Monsoon	28.9	18.8	27.9	10.1	0	74	46	21.8	1003.8	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/2/2025	10:20	Monsoon	28.8	18.7	27.5	10.1	0	90	65	5.2	1008	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/2/2025	11:20	Monsoon	34.8	27.7	27.7	7.1	27.5	93	64	12.3	1017.6	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/2/2025	12:20	Monsoon	31.9	21.2	26.9	10.7	28.2	97	57	19.5	1002.1	27.5	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/2/2025	13:20	Monsoon	27.7	19.5	27.1	8.2	0	85	58	13.9	1011.1	28.2	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/2/2025	14:20	Monsoon	35.8	25.6	26.5	10.2	0	87	55	2.9	1003.7	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/2/2025	15:20	Monsoon	30.2	22.7	27.1	7.5	0	80	82	17.4	1004.7	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/2/2025	16:20	Monsoon	29.1	19	27.1	10.1	0	90	72	10.8	1011.7	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/2/2025	17:20	Monsoon	36.5	25.5	26.8	11	0	79	84	10.8	1003.4	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/2/2025	18:20	Monsoon	33.8	27.7	27.7	6.1	0	85	87	23.9	1017.8	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/2/2025	19:20	Monsoon	36.5	29	29	7.5	0	87	73	7	1006.4	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/2/2025	20:20	Monsoon	31.6	21.5	29.5	10.1	0	93	67	9.4	1005.3	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/2/2025	21:20	Monsoon	35.1	25.7	30.3	9.4	0	86	57	8.6	1010.2	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/2/2025	22:20	Monsoon	30.2	21	30.2	9.2	0	94	70	19.9	1013.5	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/2/2025	23:20	Monsoon	35.1	27.1	29.4	8	0	88	79	3.7	1004.7	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/3/2025	0:20	Monsoon	34.3	26.3	29.2	8	0	96	49	14.9	1004.5	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/3/2025	1:20	Monsoon	31.4	24.5	29.9	6.9	0	75	84	24.8	1008.9	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/3/2025	2:20	Monsoon	28.8	19	28.8	9.8	0	99	71	19.6	1010.5	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/3/2025	3:20	Monsoon	36.2	27.5	28.9	8.7	0	93	73	21.2	1004.3	0	1
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/3/2025	4:20	Monsoon	28.4	19.8	28.4	8.6	0	70	69	19.1	1007.5	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/3/2025	5:20	Monsoon	35.5	29.4	29.4	6.1	31.7	85	48	6.4	1012.1	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/3/2025	6:20	Monsoon	32.8	23	29.8	9.8	0	85	70	16.2	1016.3	31.7	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/3/2025	7:20	Monsoon	34.2	25.4	29.2	8.8	0	75	81	14.1	1003.6	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/3/2025	8:20	Monsoon	30.5	24.1	29.8	6.4	15.8	75	64	17.1	1004	0	1
